id,author_id,title,permalink,publish_date,primary_category_id,number_pages,publish_date_val
546792,1386,How to Game the System to Maximize Credit Card Rewards,how-to-game-the-system-to-maximize-credit-card-rewards,8/26/15 19:10,124490,2,42242.79862
546845,1405,Why You Shouldn't Eat Too Much of These 6 Health Foods,why-eating-too-much-of-these-6-health-foods-can-be-dangerous,10/27/15 11:08,124485,6,42304.46389
546905,1401,5 Delicious Recipes You Can Make With Leftover Pizza,5-delicious-recipes-you-can-make-with-leftover-pizza,9/7/15 11:00,124496,5,42254.45833
546914,1332,The 10 Most Expensive ZIP Codes in America,surround-yourself-with-success-in-the-10-most-expensive-zip-codes,9/15/15 9:34,124490,2,42262.39861
546928,1332,Want Six-Pack Abs? 4 Ways You Can Have Abs Like Channing Tatum,4-things-channing-tatum-does-to-get-six-pack-abs,8/24/15 10:40,124485,5,42240.4445
546931,1403,What You Need to Know About Employers That Check Your Credit,what-you-need-to-know-about-employers-that-check-your-credit,9/28/15 17:00,124490,5,42275.70833
546961,1387,How Every Man Should Dress for the Airport,how-every-man-should-dress-for-the-airport,8/19/15 12:57,124481,2,42235.53961
546982,1357,10 Authors Who Made Cameos In Movie Versions of Their Books,10-authors-who-made-cameos-in-movie-versions-of-their-books,1/8/16 23:00,13856,10,42377.95833
547000,1157,9 Things You Can Do With Your Broken iPhone,9-things-you-can-do-with-your-broken-iphone,8/21/15 9:00,124481,9,42237.37501
547041,1176,6 Things ‘Back to the Future’ Fans Must Have,6-gifts-for-fans-of-back-to-the-future,10/21/15 11:10,13856,1,42298.46528
547063,1386,Why So Few Men Go to the Doctor,why-so-few-men-go-to-the-doctor,9/11/15 19:24,124485,2,42258.80837
547107,1393,Predictions: 5 Automotive Tech Features for 2016,heres-some-auto-tech-to-expect-for-2016,8/25/15 11:36,23977,6,42241.48334
547152,1332,7 Exercise Injuries That Too Many People Face (And How to Avoid Them),7-exercise-injuries-that-too-many-people-face-and-how-to-avoid-them,10/6/15 10:10,124485,8,42283.42361
547164,1389,The 5 Best Football Helmets With NBA Logos,the-5-best-football-helmets-with-nba-logos,12/1/15 16:43,968,6,42339.69653
547186,1386,Should You Buy Dental Insurance?,why-you-may-be-better-off-without-dental-insurance,12/26/15 19:30,124490,2,42364.8125
547216,1403,3 Reasons Why You Should Close a Credit Card,3-reasons-why-you-should-close-a-credit-card,9/1/15 7:50,124490,3,42248.32641
547230,1400,How to Get 81 MPG and See 48 States for $300,how-to-get-81-miles-per-gallon-and-see-48-states-for-300,8/25/15 16:19,23977,2,42241.67992
547242,1205,6 Beer-Based Cocktail Recipes to Try This Summer,6-beer-based-cocktail-recipes-to-try-this-summer,8/21/15 10:50,124496,6,42237.45147
547251,1401,Man Food: 7 Meaty Snacks to Fill You Up,man-food-7-meaty-snacks-to-fill-you-up,9/17/15 11:06,124496,7,42264.4625
547284,1157,How to Not Be an Awful Scumbag in Online Video Games,how-to-not-be-an-awful-scumbag-in-online-video-games,8/18/15 7:40,13856,6,42234.31946
547328,1405,Taking a Cruise: It Can Be the Best (or Worst) Vacation Ever,taking-a-cruise-it-can-be-the-best-or-worst-vacation-ever,2/10/16 11:41,124496,2,42410.48683
547333,1405,Get in Shape Anywhere: 6 Workouts You Can Do in a Hotel Room,stay-fit-on-the-road-6-workouts-you-can-do-in-a-hotel-room,8/17/15 9:36,124485,6,42233.40001
547370,1332,6 Surprisingly Awesome Cities to Add to Your Travel Agenda,6-surprisingly-awesome-cities-to-add-to-your-travel-agenda,11/4/15 10:53,124496,7,42312.45347
547395,1386,7 Foods That Can Help You Sleep Better at Night,7-foods-that-can-help-you-sleep-better,8/21/15 10:40,124485,4,42237.44453
547403,1401,Luxury Hotels: 5 Affordable Places Around the World,5-of-the-most-affordable-luxury-hotels-in-the-world,9/8/15 10:30,124496,5,42255.4375
547425,1396,10 Cities Where Young People Can't Afford to Buy a Home,10-cities-where-young-people-can-not-afford-to-buy-a-home,11/30/15 20:15,124496,11,42338.84375
547437,1205,7 New Ways to Eat Corn on the Cob,7-recipes-taking-corn-on-the-cob-up-a-notch,8/21/15 10:00,124496,7,42237.41671
547442,1403,Can't Sleep? These 4 Health Problems Could Be the Cause,4-health-problems-that-could-ruin-your-sleep,8/20/15 10:00,124485,2,42236.41671
547456,1215,Disney Movie Flops: 7 of Disney’s Biggest Box Office Fails,disney-movie-flops-7-of-disneys-biggest-box-office-fails,9/23/15 11:10,13856,7,42270.46528
547476,1205,7 Perfect Salmon Recipes,7-salmon-recipes-you-have-to-try-this-summer,10/30/15 10:45,124496,7,42307.44792
547479,1357,The 6 Worst TV Shows on Tuesday Nights,the-6-worst-tv-shows-on-tuesday-nights,12/1/15 16:15,13856,6,42339.67708
547501,1389,NFL: 5 Player Jerseys That Everyone Wants to Buy These Days,the-5-best-selling-player-jerseys-in-the-nfl-today,8/17/15 11:40,968,6,42233.48619
547513,1403,6 Signs You May Have a Sex Addiction,6-signs-you-may-have-a-sex-addiction,9/2/15 10:30,124485,3,42249.43757
547524,1190,5 Most American-Made Electric Vehicles of 2015,5-most-american-made-electric-vehicles-of-2015,9/7/15 12:36,23977,6,42254.52506
547538,1405,5 Healthy and Delicious Shrimp Recipes,cook-to-get-cut-5-healthy-and-delicious-shrimp-recipes,8/25/15 11:18,124496,5,42241.47084
547551,1348,How to Express Your Style Despite a Conservative Dress Code,how-to-express-your-style-despite-a-conservative-dress-code,9/29/15 10:10,124481,5,42276.42361
547601,1380,NFL: 5 Teams With the Best Fanbases,the-5-best-fanbases-in-the-nfl-today,8/17/15 21:30,968,6,42233.89586
547614,1319,7 of the Most Stylish Action Movie Heroes,7-of-the-most-stylish-action-movie-heroes,9/5/15 15:45,13856,6,42252.65625
547619,1403,Do You Have Enough Life Insurance?,do-you-have-enough-life-insurance,8/25/15 11:14,124490,2,42241.46809
547627,1384,4 Reasons People Are Tired of Watching ‘Doctor Who’,4-reasons-people-are-tired-of-watching-doctor-who,9/18/15 8:45,13856,4,42265.36458
547653,1405,7 New Ways to Cook With Leftover Barbecue,7-genius-recipes-using-leftover-barbecue,8/25/15 10:30,124496,7,42241.43751
547672,1357,‘The Flash': Everything We Know About Season 2,the-flash-whats-coming-in-season-2,8/27/15 8:50,13856,14,42243.36808
547683,1399,Want to Get in Shape? Try Plyometrics,want-to-get-in-shape-try-plyometrics,9/21/15 10:15,124485,4,42268.42708
547691,1270,The 5 Best Gangster Documentaries on Netflix,the-5-best-gangster-documentaries-on-netflix,1/16/16 11:00,13856,5,42385.45833
547703,1380,NFL: 5 Star Players You Don’t Want on Your 2015 Fantasy Team,nfl-5-star-players-you-dont-want-on-your-2015-fantasy-team,8/27/15 11:46,968,6,42243.49045
547710,1332,How You Can Save Money When Buying a Car,need-new-wheels-consider-buying-a-rental-car,8/19/15 5:50,124490,2,42235.24307
547743,1405,8 of the Best Vacation Destinations for Singles,8-of-the-best-vacation-destinations-for-single-men,8/20/15 10:50,124496,8,42236.45144
547767,1332,Want Shoulders Like 'The Rock' Dwayne Johnson? Use These 5 Lifts,want-shoulders-like-the-rock-dwayne-johnson-use-these-5-lifts,8/17/15 10:00,124485,6,42233.41691
547780,1393,2017 Will Be a Huge Year For New Cars,why-2017-will-be-a-big-year-for-new-car-technology,9/23/15 9:36,23977,2,42270.4001
547793,79,10 Worst States in America for Banking in 2015,10-worst-states-in-america-to-trust-banks-with-your-money,12/21/15 18:25,124496,11,42359.76736
547805,1405,6 Stuffed Veggie Recipes To Replace Your Old Stuffed Peppers,6-stuffed-vegetable-recipes-replacing-your-regular-peppers,9/8/15 11:00,124496,6,42255.45833
547814,1387,Men With Terrible Style: Don’t Let Your Clothes Wear You,men-with-terrible-style-dont-let-your-clothes-wear-you,10/28/15 10:15,124481,2,42305.42708
547823,1403,6 Career Killers to Avoid at All Costs,6-career-killers-to-avoid-at-all-costs,8/18/15 14:30,124490,2,42234.60427
547864,1286,5 of the Best Boxing Movies Ever Made,5-of-the-best-boxing-movies-ever-made,11/26/15 8:45,13856,5,42334.36458
547930,1380,NCAA Football: 10 Potential Breakout Players in 2015,ncaaf-10-potential-breakout-players-in-2015,8/21/15 13:23,968,6,42237.55777
547947,1403,Insomnia: 5 Things That Can Help You Go to Sleep,insomnia-5-activities-that-can-help-you-sleep-better,8/31/15 22:31,124485,5,42247.93826
547981,1270,3 TV Shows That Will Never Die,3-tv-shows-that-will-never-die,12/14/15 10:00,13856,3,42352.41667
547992,1396,10 Must-Travel Hiking Trails in the United States,10-must-travel-hiking-trails-in-the-united-states,8/25/15 12:32,124496,6,42241.52228
548014,1386,5 Ways to Save Big Money on Pet Care and Supplies,5-ways-to-save-big-money-on-pet-care-and-supplies,2/10/16 11:40,124490,2,42410.48622
548026,1405,3 Exercises You Can Do to Help Prevent a Running Injury,runners-3-exercises-you-can-do-to-help-prevent-a-running-injury,8/18/15 10:00,124485,3,42234.41669
548042,1400,How to Choose the Right Motor Oil for Your Car,how-to-choose-the-right-motor-oil-for-your-car,8/25/15 21:10,23977,6,42241.88197
548058,1401,7 New Ways to Cook Dinner With Ground Beef,7-new-ways-to-cook-dinner-with-ground-beef,8/24/15 10:50,124496,7,42240.45145
548065,1389,MLB: 5 Most Memorable Things to Happen During All-Star Games,mlb-the-5-most-memorable-all-star-game-moments-ever,9/16/15 14:25,968,6,42263.60069
548077,1393,Get JFK’s Timeless Style,get-jfks-timeless-style,10/26/15 9:41,124481,1,42303.4035
548095,1357,9 Politicians Who Appeared on TV Sitcoms,9-funny-tv-show-cameos-made-by-politicians,11/4/15 16:50,13856,9,42312.70139
548155,1405,7 Protein Shake Recipes That Are Better Than Pre-Packaged Ones,7-protein-shake-recipes-that-taste-better-than-packaged-ones,9/10/15 9:50,124496,7,42257.40972
548163,1403,Millennials Have Better Financial Habits Than Baby Boomers,millennials-have-better-financial-habits-than-baby-boomers,8/25/15 12:10,124490,2,42241.50697
548182,1396,5 Ways to Lower Your Stress Levels,stressed-out-5-ways-to-reduce-your-stress-levels,10/7/15 10:15,124485,4,42284.42708
548201,1384,‘Zoolander 2′: Everything We Know So Far and More,zoolander-2%e2%80%b2-everything-we-know-so-far-and-more,11/18/15 11:30,13856,5,42326.47917
548243,1147,Here’s How to Drink Absinthe Like Hemingway and Van Gogh,heres-how-to-drink-absinthe-like-hemingway-and-van-gogh,9/29/15 10:50,124496,3,42276.45139
548261,1386,3 Times When It’s Better to Save Than Invest,3-times-when-its-better-to-save-than-invest,12/17/15 11:01,124490,4,42355.45903
548272,1300,NCAA: 3 Reasons Why You Can't Rely on a Verbal 'Commitment',3-reasons-why-ncaa-commitment-is-not-what-it-seems,9/30/15 12:47,968,4,42277.53264
548279,1403,5 People Who Are Dragging You Down at Work,5-people-who-are-slowing-you-down-at-work,2/10/16 11:29,124490,5,42410.47848
548287,1405,5 Workouts That Give You a Sexy T-Shirt Body,5-workouts-to-get-a-better-t-shirt-body,10/29/15 10:25,124485,5,42306.43403
548305,1176,Cook Like a Wookiee: 5 Cookbooks From Your Favorite Franchises,cook-like-a-wookiee-5-cookbooks-from-your-favorite-franchises,11/3/15 10:25,124496,1,42311.43403
548318,1348,Style Secrets: How to Find the Perfect Shirt,style-secrets-how-to-find-the-perfect-shirt,10/29/15 10:20,124481,4,42306.43056
548360,1270,6 Gory Horror Films: Why They Did (or Did Not) Work,6-gory-horror-films-why-they-did-or-did-not-work,10/15/15 11:10,13856,7,42292.46528
548373,1384,AMC’s New TV Show ‘Into the Badlands:’ Will It Be Another Hit?,amcs-new-tv-show-into-the-badlands-will-it-be-another-hit,11/13/15 15:50,13856,2,42321.65972
548407,1401,7 MLB Ballparks With Gourmet Food: What’s on the Menu?,major-league-ballparks-with-gourmet-food-whats-on-the-menu,8/18/15 13:26,124496,8,42234.55973
548422,1332,The Simple Reason College Tuition Costs Have Exploded,the-simple-reason-college-tuition-costs-have-exploded,11/10/15 11:35,124490,2,42318.48264
548436,1300,MLB: The 6 Greatest Catchers to Ever Play the Game,the-6-greatest-catchers-to-ever-play-baseball,9/16/15 2:00,968,7,42263.08333
548443,1403,4 Signs Your Partner May Be Cheating on You,4-signs-your-partner-may-be-cheating-on-you,9/17/15 10:14,124485,4,42264.42639
548524,1332,7 Essential Things You Should Do After Every Workout,7-essential-things-you-should-do-after-every-workout,9/11/15 14:27,124485,7,42258.60216
548552,1387,Is It Still Worth It to Buy Expensive Glasses?,is-it-still-worth-it-to-buy-expensive-glasses,11/2/15 11:00,124481,2,42310.45833
548574,1326,‘Fallout 4′: Everything You Need to Know,fallout-4%e2%80%b2-everything-you-need-to-know,9/22/15 15:45,13856,2,42269.65625
548657,1386,7 Easy Ways to Help Stop Snoring,7-easy-ways-to-help-get-rid-of-a-snoring-problem,8/18/15 10:50,124485,7,42234.45145
548691,1403,3 Airline Scams Everyone Should Be Watching Out For,3-airline-scams-to-watch-out-for,9/4/15 11:36,124490,2,42251.48333
548710,1205,7 Quick and Easy Mug Cake Recipes That Anyone Can Make,7-quick-and-easy-mug-cake-recipes-that-anyone-can-make,11/9/15 10:03,124496,7,42317.41875
548723,1405,5 Total-Body Workouts You Can Do in 30 Minutes or Less,5-total-body-workouts-you-can-do-in-30-minutes-or-less,8/20/15 10:20,124485,5,42236.4306
548732,1401,Man Food: 5 Healthy Snacks That Will Give You Energy,man-food-5-healthy-snacks-that-will-give-you-energy,9/16/15 10:50,124496,5,42263.45139
548741,1348,Where to Shop for Menswear When You’re Traveling,where-to-shop-for-menswear-when-youre-traveling,9/30/15 10:20,124496,6,42277.43056
548749,1326,5 of the Biggest Video Game Kickstarter Success Stories,5-of-the-biggest-video-game-kickstarter-success-stories,11/7/15 23:30,13856,5,42315.97917
548790,1405,Wine Lovers: 6 Ways to Save Money on Your Favorite Vintage,wine-lovers-6-ways-to-save-money-on-your-favorite-vintage,11/19/15 11:10,124496,6,42327.46528
548801,1386,5 ‘Women’s’ Diseases That Men Can End Up Getting,5-womens-diseases-that-men-can-end-up-getting,8/18/15 10:30,124485,2,42234.43752
548816,1401,5 Bad Habits That Are Killing Your Productivity,5-bad-habits-that-are-killing-your-productivity,8/26/15 19:50,124490,3,42242.82641
548832,1332,6 Endangered Places Every Traveler Needs to Visit,6-endangered-places-every-traveler-needs-to-visit,11/3/15 10:20,124496,7,42311.43056
548847,1405,5 Ways to Eat Healthy Without Spending a Fortune on Food,5-ways-to-eat-healthy-without-spending-a-fortune-on-food,11/10/15 10:12,124485,5,42318.425
548865,1348,Why You Should Not Buy the Fancier Apple Watches,why-you-should-not-buy-the-fancier-apple-watches,8/18/15 19:00,124481,3,42234.79169
548886,1332,Not Losing Weight? 8 Things Missing From Your Workout Routine,8-things-that-may-be-missing-from-your-workout-routine,8/19/15 10:50,124485,9,42235.45147
548906,1205,6 BBQ Recipes That Are Sure To Impress Your Guests,6-barbecue-recipes-that-are-sure-to-impress-your-guests,9/3/15 12:10,124496,6,42250.50694
548940,1389,NBA: The Most Underpaid Player on the Court,nba-is-kawhi-leonard-the-most-underpaid-player-on-the-court,9/30/15 22:30,968,3,42277.9375
548943,1403,Lost Passion for Your Job? How to Find Meaning in Your Career,lost-passion-for-your-job-how-to-find-meaning-in-your-career,11/5/15 10:32,124485,1,42313.43889
548971,1405,Cook to Get Cut: 5 Tasty and Nutritious Sweet Potato Recipes,cook-to-get-cut-5-tasty-and-nutritious-sweet-potato-recipes,11/12/15 10:09,124496,5,42320.42292
548985,1326,All the Gear You Need to Make Your Beard Look Great,all-the-gear-you-need-to-make-your-beard-look-great,8/21/15 12:52,124481,3,42237.53612
548989,1401,How to Deal With a Boss You Can't Stand,how-to-deal-with-a-boss-you-do-not-like,11/10/15 8:11,124490,3,42318.34097
549003,1326,5 of the Biggest Video Game Kickstarter Failures of All Time,5-of-the-biggest-video-game-kickstarter-failures-of-all-time,11/8/15 21:50,13856,5,42316.90972
549023,1357,7 Spin-Off Films Inspired By Memorable Supporting Characters,7-spin-off-films-inspired-by-memorable-supporting-characters,1/22/16 6:30,13856,7,42391.27083
549058,1401,7 Regional Hot Dog Styles and Where You Can Try Them,7-regional-hot-dog-styles-and-where-you-can-try-them,8/27/15 10:20,124496,7,42243.43058
549069,1380,Will Josh Gordon Ever Play in the NFL Again?,will-josh-gordon-ever-play-in-the-nfl-again,8/20/15 16:50,968,2,42236.7016
549082,1405,A 6 Step Guide to Finding the Right Personal Trainer,6-steps-to-finding-the-right-personal-trainer,8/19/15 10:30,124485,6,42235.43751
549099,1297,The 5 Worst NBA Free Agent Contracts This Offseason,the-5-worst-nba-free-agent-contracts-this-offseason,10/12/15 15:25,968,5,42289.64236
549110,1389,"7 NFL Team Logos Redesigned as ""Football"" Logos",the-7-best-nfl-team-logos-redesigned-as-soccer-logos,8/29/15 1:00,968,8,42245.04175
549138,1405,5 Recipes That Use Watermelon to Make Savory Dinner Dishes,5-recipes-that-use-watermelon-to-make-savory-dinner-dishes,8/19/15 10:20,124496,5,42235.43058
549152,79,Warren Buffett: 5 Controversial Quotes,5-of-warren-buffetts-most-controversial-quotes,11/5/15 17:05,124490,5,42313.71181
549168,1403,The Best Health Advice I Ever Received,the-best-health-advice-i-ever-received,9/10/15 10:20,124485,6,42257.43056
549181,1400,Here's Why You Should Attend Your Local Cars and Coffee,cars-and-coffee-why-you-should-attend-these-gatherings,9/29/15 19:35,23977,6,42276.816
549199,1326,Why You Want a French Press Coffee Maker,why-you-want-a-french-press-coffee-maker,8/19/15 12:00,124481,1,42235.50006
549205,1396,Job Hunting: One Time It Actually Hurts to Be a Handsome Man,job-hunting-one-time-it-actually-hurts-to-be-a-handsome-man,9/1/15 14:28,124481,2,42248.60279
549224,1357,9 New Netflix Original Movies Coming Soon,11-new-netflix-original-movies-coming-soon,11/23/15 12:30,13856,8,42331.52083
549243,1389,5 College Conferences That Bring in Over $250 Million,the-5-most-valuable-conferences-in-college-sports,8/25/15 12:11,968,6,42241.5077
549257,1326,6 Xbox 360 Games We’re Dying to Play on Xbox One,6-xbox-360-games-were-dying-to-play-on-xbox-one,11/7/15 21:50,13856,6,42315.90972
549275,1357,Adam Sandler’s 9 Best Movies Before He Lost His Mojo,adam-sandlers-9-best-movies-before-he-lost-his-mojo,12/10/15 11:10,13856,9,42348.46528
549305,1205,"The 6 Best Marinades to Use on Fish, Meat, and Veggies",the-6-best-marinades-to-use-on-fish-meat-and-veggies,11/9/15 10:59,124496,6,42317.45764
549316,1332,How Can You Tell That You’re Actually Building Any Muscle?,how-can-you-tell-that-youre-actually-building-any-muscle,9/8/15 11:15,124485,2,42255.46875
549323,1332,"Living in Your Mom's Basement? Don’t Worry, A Lot of Young People Are",still-living-with-your-parents-dont-worry-a-lot-of-people-are,8/26/15 14:30,124490,2,42242.60426
549332,1389,NBA: Will Joel Embiid's Injury Be the End of His Career?,is-joel-embiid-going-to-be-the-next-never-was-nba-superstar,8/31/15 16:50,968,3,42247.70156
549344,1386,7 Job Perks You May Not Know Your Employer Even Offers,7-employee-benefits-you-may-be-forgetting-about,2/9/16 11:40,124490,3,42409.48611
549357,1405,12 Cities With Some of the Best Street Food in the World,love-street-food-12-cities-you-have-to-visit,9/4/15 11:10,124496,12,42251.46528
549387,1405,6 Ways to Get in Shape Without Going Broke,6-ways-to-get-in-shape-without-going-broke,10/7/15 20:22,124485,6,42284.84862
549422,1401,5 Freezer Meals You Can Make for Under $5,5-freezer-meals-you-can-make-for-under-5,8/31/15 10:30,124496,5,42247.43767
549442,1411,"Man, You Stink! What Guys Should (and Should Not) Smell Like",man-you-stink-what-guys-should-and-should-not-smell-like,8/25/15 11:06,124481,4,42241.46252
549453,1357,The 9 Worst High Budget Movies of All Time,9-of-the-worst-big-budget-movies-of-all-time,9/6/15 15:45,13856,8,42253.65625
549477,1326,Indie Video Games: 5 You Do Not Want to Miss,indie-video-games-5-you-do-not-want-to-miss,8/20/15 15:50,13856,5,42236.65973
549499,1396,Why Good Parenting Means Less Screen Time For Your Kids,why-good-parenting-means-less-screen-time-for-your-kids,9/21/15 10:50,124485,2,42268.45139
549547,1405,6 Surprisingly Delicious Duck Recipes,6-surprisingly-delicious-duck-recipes,8/20/15 10:20,124496,6,42236.43057
549567,1332,"Exercise Injuries: When to Walk it Off, and When to Worry",exercise-injuries-when-to-walk-it-off-and-when-to-worry,8/25/15 17:41,124485,2,42241.73683
549573,1386,3 Tips to Stay in the Money-Saving Mindset,3-tips-to-stay-in-the-money-saving-mindset,8/18/15 18:40,124490,2,42234.77784
549614,1147,Your Cheat Sheet to Finding the Perfect Whiskey,your-cheat-sheet-to-finding-the-perfect-whiskey,9/29/15 12:18,124496,5,42276.51253
549624,1393,The Buick GNX: The Greatest American Car of the 1980s,the-buick-gnx-the-greatest-american-car-of-the-1980s,9/7/15 11:14,23977,3,42254.46811
549630,1401,7 Things You Should Always Buy Used,7-things-you-should-always-buy-used,8/19/15 17:20,124490,3,42235.72227
549652,1332,Get in Shape: The Only 5 Exercises You’re Ever Going to Need,get-in-shape-the-only-5-exercises-youre-ever-going-to-need,9/28/15 9:35,124485,6,42275.39931
549682,1380,College Football Playoff: Will it Put an End to the SEC’s Dominance?,will-the-college-football-playoff-bring-an-end-to-the-secs-dominance,8/19/15 21:30,968,2,42235.89584
549693,1176,Cook with Comics: 5 Cookbooks Serving Up Cartoons and Recipes,cook-with-comics-5-cookbooks-serving-up-cartoons-and-recipes,10/28/15 9:42,124496,1,42305.40417
549706,1393,LeBron’s Style Will Change How You Think About Suits,lebrons-style-will-change-how-you-think-about-suits,9/29/15 19:10,124481,1,42276.79863
549714,1357,'Captain America: Civil War': Everything We Know (And Don’t Know),captain-america-civil-war-everything-we-know-and-dont-know,9/2/15 8:50,13856,10,42249.36808
549753,1403,6 Things You Need For the Perfect Gym Date,6-tips-for-planning-the-perfect-gym-date,9/9/15 10:30,124485,4,42256.4375
549763,1386,4 States Experimenting With Affordable Health Care,4-states-experimenting-with-affordable-health-care,8/17/15 19:50,124496,5,42233.82641
549819,1332,5 of the Most Annoying Travel Problems (and How to Fix Them),5-easy-solutions-to-the-most-annoying-travel-problems,9/2/15 10:00,124496,5,42249.41669
549846,1386,5 Foods That Can Boost Your Sex Drive,5-delicious-foods-that-can-boost-your-sex-drive,8/25/15 10:10,124485,5,42241.42369
549873,1176,7 ‘Jurassic Park’ Gifts to Get Since You Can’t Buy a Dinosaur,7-jurassic-park-gifts-to-get-since-you-cant-buy-a-dinosaur,12/14/15 11:10,13856,1,42352.46528
549888,1205,7 Salty Snack Recipes That Are Better Than Processed Foods,7-salty-snack-recipes-that-are-better-than-processed-food,9/10/15 11:05,124496,7,42257.46181
549903,79,Why 1/2 of Americans Can Be Considered as 'High Income',americas-middle-class-isnt-doing-so-bad-compared-to-everyone-else,12/26/15 17:02,124490,2,42364.70972
549917,1190,10 MLB Players With the Best-Selling Jerseys in 2015,10-mlb-players-with-the-best-selling-jerseys-of-2015,9/3/15 6:00,968,10,42250.25
549935,1417,Sex Talk: Why Your Relationship Needs Intimacy to Survive,sex-talk-why-your-relationship-needs-intimacy-to-survive,8/27/15 10:31,124485,5,42243.43822
549957,1393,"The 10 Most Popular Cars Americans Are Buying Over $70,000",when-money-is-no-object-americans-are-buying-these-10-cars,8/23/15 9:16,23977,11,42239.38619
549989,1380,College Football: 5 Coaches Who Are On Thin Ice in 2015,college-football-7-coaches-on-the-hot-seat-entering-the-2015-season,8/18/15 18:32,968,5,42234.77229
550008,1384,‘Star Wars': 6 Actors Who’d Make Perfect Heroes and Villains,star-wars-6-actors-whod-make-perfect-heroes-and-villains,10/22/15 8:45,13856,6,42299.36458
550012,1403,How to Talk About Money Without Starting a Fight,6-tips-for-talking-to-your-partner-about-money,10/29/15 10:28,124490,2,42306.43615
550018,1389,NFL: The 5 Players Who Sell the Most Merchandise,nfl-the-5-players-who-sell-the-most-merchandise,8/19/15 12:33,968,6,42235.52297
550047,1396,7 Ways to Sneak Cardio into Your Weight-Lifting Workouts,7-ways-to-sneak-cardio-into-your-weight-lifting-workouts,8/27/15 10:29,124485,4,42243.43683
550084,1411,Why It's Time to Stop Complaining About Jared Leto's Joker,why-jared-leto-could-be-the-best-joker-yet,9/17/15 8:45,13856,2,42264.36458
550100,1386,Mental Health: How to Stop Spending So Much Time Worrying,how-to-stop-spending-so-much-time-worrying,9/3/15 12:30,124485,1,42250.52083
550161,1405,Peach and Bourbon: 6 Recipes Using This Perfect Combination,6-peach-and-bourbon-recipes-you-have-to-try,9/2/15 10:40,124496,6,42249.44447
550169,1332,4 Running Programs That Will Whip Your Ass Into Shape,4-running-programs-that-will-whip-your-ass-into-shape,9/23/15 11:11,124485,5,42270.46598
550180,1401,Man Food: We Dare You to Try These 7 Extreme Snacks,man-food-we-dare-you-to-try-these-7-extreme-snacks,9/29/15 11:22,124496,7,42276.47368
550226,1405,5 Ways to Boost Your Vacation Happiness,5-ways-to-boost-your-vacation-happiness,8/19/15 13:33,124496,5,42235.56464
550236,1418,5 High-Protein Foods Vegans Can Eat to Build Muscle,a-vegans-guide-to-bulking-5-must-eat-protein-packed-foods,9/2/15 10:10,124485,5,42249.42362
550242,1386,Why Working Less Can Make You a Better Employee,why-working-less-can-make-you-more-productive,11/10/15 7:35,124490,2,42318.31597
550273,1403,"Why Most Americans Are Investing in Real Estate, Not Stocks",why-most-americans-are-investing-in-real-estate-not-stocks,9/7/15 20:33,124490,2,42254.85625
550281,1405,Arm Workouts: 5 Exercises that Strengthen Your Triceps,building-muscle-5-exercises-that-strengthen-your-triceps,9/2/15 11:00,124485,5,42249.45839
550289,1401,America’s Top 5 Favorite Hotel Chains,americas-top-5-favorite-hotel-chains,8/19/15 16:06,124496,5,42235.67088
550294,1387,When Is It Finally Time for a Man to Buy a New Wallet?,when-is-it-finally-time-for-a-man-to-buy-a-new-wallet,10/27/15 10:45,124481,2,42304.44792
550304,1326,5 Hit Video Games Where the Bad Guy Ends Up Winning,5-hit-video-games-where-the-bad-guy-ends-up-winning,11/8/15 15:45,13856,5,42316.65625
550364,1400,10 Auto Repairs You Can Do in Your Garage,10-auto-repairs-you-can-do-yourself-in-your-garage,9/22/15 10:01,23977,11,42269.41736
550388,1403,The 3 Biggest Factors That Affect Your Credit Score,the-3-biggest-factors-that-affect-your-credit-score,11/10/15 11:10,124490,2,42318.46528
550400,1403,Be Happy: 5 Steps to Living Your Happiest Life,be-happy-5-steps-to-living-your-happiest-life,8/19/15 13:20,124485,2,42235.5556
550409,1400,5 Old School Repair Tricks Every Car Owner Should Know,5-old-school-repair-tricks-every-car-owner-should-know,9/11/15 12:10,23977,6,42258.50696
550428,1405,Cook to Get Cut: 5 Healthy and Delicious Egg Recipes,cook-to-get-cut-5-healthy-and-delicious-egg-recipes,9/3/15 11:40,124496,5,42250.48611
550442,1414,Life Hack: Making Your Cheap Suit Look Tailored,5-hacks-to-fake-a-perfectly-tailored-suit,9/4/15 11:00,124481,5,42251.45833
550460,1286,Netflix: The 5 Best Sports Comedies You Can Watch Right Now,netflix-the-5-best-sports-comedies-you-can-watch-right-now,10/20/15 8:41,13856,5,42297.36182
550467,1401,Broke Best Man? 5 Ways to Lower the Cost of Being a Groomsman,broke-best-man-5-ways-to-lower-the-cost-of-being-a-groomsman,9/29/15 11:24,124490,3,42276.47502
550474,1326,5 Smartphone Activities Better Than ‘Candy Crush Saga’,5-things-to-do-instead-of-playing-candy-crush-saga,8/21/15 7:40,13856,5,42237.31946
550498,1176,5 Spider-Man Gifts That Even Peter Parker Wants,5-spider-man-gifts-that-even-peter-parker-wants,12/6/15 14:30,13856,1,42344.60417
550514,1415,NBA Sibling Rivalry: Who is the Better Brother?,nba-sibling-rivalry-who-is-the-better-brother,9/22/15 18:27,968,5,42269.76875
550534,1300,College Football's 6 Biggest Rivalries of All Time,6-best-college-football-rivalries-of-all-time,8/20/15 16:01,968,5,42236.66742
